expense_id,employee_name,employee_email,department,category,vendor,amount,currency,date,card_last4,approver_name,region
3cb0a6db-74ef-47e3-93f5-89fac7e8241e,Nathan Maldonado,nathan.maldonado@example.com,Operations,Software,Reid-Poole,879.73,USD,2025-10-17,9085,Brent Jordan,North America
da0cd515-3cef-4a7e-9779-cab589dd5f26,Paula Moreno,paula.moreno@example.com,Finance,Travel,Cook-Hines,2719.87,USD,2025-09-09,3591,Jessica Holmes,Latin America
33b2f548-1b7f-494f-9350-2f2f266bdc25,Anthony Humphrey,anthony.humphrey@example.com,Operations,Software,Pearson and Sons,1803.66,USD,2025-08-07,4258,Jessica Holmes,Europe
0a7048fd-31ff-44a5-affd-5198cfbe4cec,Tommy Walter,tommy.walter@example.com,Finance,Travel,"Leach, Harris and Herrera",2802.99,USD,2025-03-19,7216,John Daniel,Asia Pacific
e7b31a1a-806e-464f-8789-2d75e2d76dac,Zachary Hicks,zachary.hicks@example.com,Engineering,Meals,"Holmes, Williams and Wright",152.58,USD,2025-07-04,9179,Richard Aguirre,Latin America
82af8a51-39ba-41ca-aa23-d796dfcb5dff,Matthew Foster,matthew.foster@example.com,Operations,Lodging,Bruce-Villegas,412.5,USD,2025-11-12,4598,Crystal Robinson,Asia Pacific
408e3d25-ec34-48bc-92a8-caa5efddbc98,Justin Baker,justin.baker@example.com,Marketing,Meals,Gregory-Watkins,166.12,USD,2025-11-08,7572,John Daniel,Asia Pacific
ef28275f-5b79-4784-bb43-128f3f4d7a8f,Anthony Humphrey,anthony.humphrey@example.com,Operations,Software,"Jackson, Miller and Robertson",488.05,USD,2025-03-19,4258,Crystal Robinson,Europe
d96a4fb0-59d6-45ce-8fab-85120339ae26,Zachary Hicks,zachary.hicks@example.com,Engineering,Meals,Howard-Jordan,173.26,USD,2025-02-08,9179,Michael Lewis,Latin America
69106db7-98ed-4e14-87d0-123d29f6229d,Connie Lawrence,connie.lawrence@example.com,Engineering,Client Entertainment,Richardson Ltd,593.44,USD,2025-03-15,9279,Jessica Holmes,North America
952df41a-4f47-43fe-a920-d03e2613315b,Eric Carney,eric.carney@example.com,Finance,Client Entertainment,Crosby-Ramirez,497.17,USD,2025-12-10,2133,Jessica Holmes,Europe
5ab174bc-ca88-4431-b549-40b6b9c03c69,Rebecca Henderson,rebecca.henderson@example.com,Engineering,Meals,House-Glover,160.15,USD,2025-11-10,5040,Timothy Duncan,Asia Pacific
a507192e-9b76-4514-b4e1-f65b26a70f4d,Anthony Rodriguez,anthony.rodriguez@example.com,Finance,Software,Baird-Sanchez,438.47,USD,2025-05-30,3340,Richard Aguirre,Asia Pacific
2f531d4a-45ee-46c2-9cde-b3e363b38696,Lisa Jackson,lisa.jackson@example.com,Sales,Travel,Duran LLC,2313.04,USD,2025-04-16,7227,Richard Aguirre,Asia Pacific
c28e0ef3-f55c-4030-ae4e-a6eb7d2a9bc6,Gabrielle Davis,gabrielle.davis@example.com,Sales,Software,"Estrada, Williams and Foster",151.75,USD,2025-07-06,3615,Michael Lewis,Latin America
99768886-80a1-437b-8849-ef7b6a048960,Patty Perez,patty.perez@example.com,Marketing,Lodging,"Cole, Glass and Cunningham",153.54,USD,2025-10-30,2169,Richard Aguirre,Europe
dd7a7d61-669e-47ee-8134-67bdd7d6e381,Noah Rhodes,noah.rhodes@example.com,Engineering,Meals,"Gray, Hall and Murray",1475.97,USD,2025-07-07,4657,Danny Morgan,Europe
9e87a38b-4601-4365-94bd-41b0b7cf098c,Michele Williams,michele.williams@example.com,Sales,Lodging,"Smith, Montoya and Evans",380.8,USD,2025-04-03,8527,Shannon Jones,North America
f6addeed-9d19-4825-8a8b-da8321afcd59,Eric Carney,eric.carney@example.com,Finance,Client Entertainment,Higgins-Smith,271.53,USD,2025-04-06,2133,Danny Morgan,Europe
bfd56c99-498b-431c-a433-c9b0939b0ba1,James Ferrell,james.ferrell@example.com,Operations,Client Entertainment,Gay Inc,157.34,USD,2025-06-29,8019,Shannon Jones,Latin America
b123f93b-0a56-4e53-9109-962ee943fd7e,Philip Cannon,philip.cannon@example.com,Operations,Travel,Davis Inc,1563.19,USD,2025-03-09,6310,Jessica Holmes,Latin America
acf03e29-254f-4594-9a83-8bf71370517b,Matthew Foster,matthew.foster@example.com,Operations,Travel,Dougherty-Lin,2079.92,USD,2025-09-15,4598,Brent Jordan,Asia Pacific
0fd92a86-5732-43f0-a007-03c8b0cc4851,Jeffrey Chavez,jeffrey.chavez@example.com,Engineering,Software,White-Lewis,1409.96,USD,2025-02-19,7916,Richard Aguirre,North America
4abae387-fab6-4816-95e7-7d55fd9bcff4,Anthony Rodriguez,anthony.rodriguez@example.com,Finance,Software,Mcdonald-Bird,425.98,USD,2025-02-13,3340,Michael Lewis,Asia Pacific
cfaca280-db39-4ad9-9d04-98d8ea7fbdd1,Abigail Shaffer,abigail.shaffer@example.com,Operations,Meals,Morales Inc,31.15,USD,2025-06-17,4257,Richard Aguirre,Latin America
9a7fb070-b320-4e34-a504-34a2c8043c1c,Dylan Miller,dylan.miller@example.com,Finance,Travel,Rasmussen LLC,2014.1,USD,2025-06-04,2291,Michael Lewis,Asia Pacific
c14fb1a1-a7fb-42a2-825f-aba26de8dae6,Nathan Maldonado,nathan.maldonado@example.com,Operations,Meals,"Long, Anderson and Irwin",1608.54,USD,2025-08-05,9085,John Daniel,North America
9134dc9e-04a0-4574-b1eb-1d1a346e89b8,Eric Carney,eric.carney@example.com,Finance,Travel,Turner-Sharp,2202.05,USD,2025-08-06,2133,Mark Perez,Europe
aea18494-8fa3-4cf3-b552-4a917fba0ac3,Angelica Tucker,angelica.tucker@example.com,Marketing,Software,"James, Stewart and Higgins",1316.02,USD,2025-02-15,3646,Crystal Robinson,North America
d1a732c7-b1ef-455d-8faa-4b078247134d,Abigail Shaffer,abigail.shaffer@example.com,Operations,Meals,"Thomas, Lee and Greene",85.55,USD,2025-05-20,4257,John Daniel,Latin America
83c2505f-c3fa-4264-83cd-0471e6e842c8,Shane Henderson,shane.henderson@example.com,Marketing,Software,Smith PLC,161.47,USD,2025-08-15,4923,Richard Aguirre,North America
2fdcb088-6cfb-4201-a49d-41e6940b775f,Jamie Arnold,jamie.arnold@example.com,Sales,Meals,Owens-Holmes,103.33,USD,2025-12-30,7224,Mark Perez,North America
8c74504e-0eed-499d-89c3-b72df06bf197,Derek Zuniga,derek.zuniga@example.com,Marketing,Travel,Gilbert PLC,2418.09,USD,2025-06-19,2307,Timothy Duncan,Europe
2339d001-bd94-4348-9174-e3ecd031a9d6,Angie Henderson,angie.henderson@example.com,Sales,Software,Atkins PLC,1838.92,USD,2025-07-03,9935,Crystal Robinson,North America
b10404a4-9dd9-4ca6-a3d0-c19f61503275,Cristian Santos,cristian.santos@example.com,Sales,Lodging,Hernandez-Jones,406.0,USD,2025-06-27,2535,Jessica Holmes,Europe
defd0050-5cd1-4097-a610-76a82e801ff9,Jamie Arnold,jamie.arnold@example.com,Sales,Office Supplies,"Daniels, Vance and York",265.85,USD,2025-03-10,7224,Jessica Holmes,North America
98b9d56a-c516-4c09-bf99-74164f1affca,Brittany Farmer,brittany.farmer@example.com,Marketing,Client Entertainment,Spencer-Lee,275.71,USD,2025-08-01,2827,Jessica Holmes,Asia Pacific
73147694-6b91-41f1-9f2e-811ec9bf3eb8,Brittany Farmer,brittany.farmer@example.com,Marketing,Office Supplies,Ortiz-Morgan,89.62,USD,2025-11-04,2827,Jessica Holmes,Asia Pacific
8927ed82-55e8-403e-9071-7a749e3a4980,Noah Rhodes,noah.rhodes@example.com,Engineering,Lodging,"Hall, Baker and Moody",335.73,USD,2025-04-03,4657,Crystal Robinson,Europe
bd88a5c4-a55b-4cc8-b4aa-11127ce9df35,Zachary Hicks,zachary.hicks@example.com,Engineering,Lodging,Avila LLC,4150.47,USD,2025-05-26,9179,Timothy Duncan,Latin America
fc5fb889-605e-4954-bdf1-42755de06ec4,Cassandra Gaines,cassandra.gaines@example.com,Operations,Software,Johnson-Carlson,124.6,USD,2025-08-20,5119,Timothy Duncan,North America
0693799f-41b4-45e4-a30b-cad76d37f115,Monica Herrera,monica.herrera@example.com,Engineering,Office Supplies,Lowery-Kennedy,130.53,USD,2025-06-30,6514,Mark Perez,North America
faa21060-bf4c-4ab4-b264-545ee3dfbf03,Brittany Farmer,brittany.farmer@example.com,Marketing,Client Entertainment,"Smith, Gilmore and Johnston",70.22,USD,2025-06-03,2827,John Daniel,Asia Pacific
063ffa6c-78c2-45ac-b4e9-76ddb3819b45,Connie Lawrence,connie.lawrence@example.com,Engineering,Client Entertainment,Tran Inc,703.13,USD,2025-08-29,9279,Mark Perez,North America
3fe4fa77-44fa-4960-ae69-8d58e02ab124,Matthew Foster,matthew.foster@example.com,Operations,Software,"Zhang, Brooks and Miles",908.43,USD,2025-06-17,4598,John Daniel,Asia Pacific
a9ce93e0-781b-49df-891a-90679db1651f,Debra Davidson,debra.davidson@example.com,Sales,Travel,"Simmons, Meadows and Griffin",501.28,USD,2025-03-31,2796,Timothy Duncan,Europe
fee6f4bd-5eee-487e-a3cf-968b178c7ae2,Dylan Miller,dylan.miller@example.com,Finance,Office Supplies,Fox-Edwards,175.24,USD,2025-04-06,2291,Richard Aguirre,Asia Pacific
43f8cc61-6bd4-456b-ab5c-871cfa55e3a7,Angie Henderson,angie.henderson@example.com,Sales,Travel,Hicks-Martinez,965.34,USD,2025-08-23,9935,Danny Morgan,North America
37d1369b-34b9-4f7b-8a77-222de26e0c34,Rebecca Henderson,rebecca.henderson@example.com,Engineering,Software,Johnson-Wood,121.41,USD,2025-09-09,5040,Mark Perez,Asia Pacific
5f0012bf-af96-484f-8138-6b9153568e9f,Sherry Decker,sherry.decker@example.com,Operations,Client Entertainment,"Turner, Riggs and Roman",473.92,USD,2025-05-03,2743,Shannon Jones,Asia Pacific
13663385-921a-4532-9089-22f67582c213,Sherri Baker,sherri.baker@example.com,Finance,Meals,"Alvarado, Miller and Patterson",101.03,USD,2025-04-10,7252,Michael Lewis,Latin America
8011dfbb-5785-4bee-9ea5-8e65049413d5,Cristian Santos,cristian.santos@example.com,Sales,Meals,Young-Allen,194.89,USD,2025-09-07,2535,Danny Morgan,Europe
3a7715e8-50d1-4d36-8381-ccb03862c900,Elizabeth Fowler,elizabeth.fowler@example.com,Sales,Lodging,Hoover-Campbell,288.63,USD,2025-12-18,9797,Shannon Jones,Asia Pacific
6a7bfc24-95ca-4e5a-9a63-32e6f9781cd8,Fred Smith,fred.smith@example.com,Sales,Travel,"Evans, David and Hendrix",1619.44,USD,2025-11-22,5315,Danny Morgan,Europe
a6fe01a5-d4cf-4250-9aae-b4f021b3fc00,Sherry Decker,sherry.decker@example.com,Operations,Lodging,"Austin, Day and Johnson",428.16,USD,2025-10-14,2743,Brent Jordan,Asia Pacific
99ffdb08-3946-4204-9df7-b284c521e382,Margaret Hawkins DDS,margaret.hawkins.dds@example.com,Marketing,Client Entertainment,Fernandez and Sons,371.96,USD,2025-06-07,6820,Timothy Duncan,Europe
3b61fd4f-b15a-4212-8017-2e8e7649e5f0,Lisa Jackson,lisa.jackson@example.com,Sales,Software,Stanley PLC,1710.16,USD,2025-10-04,7227,Crystal Robinson,Asia Pacific
63c4ff47-869e-4ae4-8b8a-cad801dfe732,Angelica Tucker,angelica.tucker@example.com,Marketing,Client Entertainment,Frank-Bradley,656.78,USD,2025-03-06,3646,Richard Aguirre,North America
27ee8e91-7a11-42c2-8a32-2dc4df350780,Jeffrey Chavez,jeffrey.chavez@example.com,Engineering,Software,"Sullivan, Palmer and Brady",488.49,USD,2025-04-26,7916,Shannon Jones,North America
37b78b0d-40ff-4aac-b386-f4458a28eab1,Paula Moreno,paula.moreno@example.com,Finance,Client Entertainment,Perez-White,545.89,USD,2025-12-29,3591,Mark Perez,Latin America
46c3fd0b-5a56-45d1-be32-616707a3b036,Eric Carney,eric.carney@example.com,Finance,Office Supplies,Gibson Ltd,73.46,USD,2025-11-09,2133,Brent Jordan,Europe
696b9701-5e36-4c32-9755-e4dbfcef9e46,John Pierce,john.pierce@example.com,Sales,Lodging,Parsons-Hall,299.01,USD,2025-06-27,2832,Jessica Holmes,Asia Pacific
520702c7-1f8a-461c-927f-ae78cd5e91cb,Jeffrey Chavez,jeffrey.chavez@example.com,Engineering,Travel,"Wright, Garcia and Deleon",424.43,USD,2025-12-09,7916,Crystal Robinson,North America
3111c284-6c9b-4e6e-8214-2de9f4a56138,Connie Lawrence,connie.lawrence@example.com,Engineering,Lodging,Harvey-Allen,169.08,USD,2025-09-06,9279,John Daniel,North America
e7546f9c-edcd-48af-b3e2-046912db5471,Tricia Valencia,tricia.valencia@example.com,Marketing,Lodging,Cole-Palmer,150.83,USD,2025-08-14,4593,Crystal Robinson,Europe
474a2f71-4ef7-454c-8730-fb697bc1f540,Holly Wood,holly.wood@example.com,Sales,Travel,Scott Ltd,2155.48,USD,2025-01-01,1750,Brent Jordan,Europe
d6ccc80d-b072-47b7-88bc-191e7e9fea69,Sherry Decker,sherry.decker@example.com,Operations,Lodging,Torres Group,192.33,USD,2025-03-12,2743,Shannon Jones,Asia Pacific
0bd09963-140b-4366-b9c8-ad23b0902fbf,Elizabeth Fowler,elizabeth.fowler@example.com,Sales,Lodging,"Carroll, Sullivan and Bass",215.34,USD,2025-06-21,9797,Richard Aguirre,Asia Pacific
8a07b94e-5272-4466-832d-019c6626b668,Elizabeth Fowler,elizabeth.fowler@example.com,Sales,Office Supplies,Burgess-Thompson,38.76,USD,2025-09-30,9797,Danny Morgan,Asia Pacific
9287120b-38ee-442c-a095-0f6b6090a93f,Derek Zuniga,derek.zuniga@example.com,Marketing,Office Supplies,Gilbert PLC,32.92,USD,2025-06-07,2307,Richard Aguirre,Europe
897d230d-a816-4437-b70a-ef99d1de6c20,Anthony Rodriguez,anthony.rodriguez@example.com,Finance,Software,Reed Inc,1567.34,USD,2025-07-15,3340,Brent Jordan,Asia Pacific
eae30050-d389-451b-a3e5-ee014cc2c8f0,Jeffrey Chavez,jeffrey.chavez@example.com,Engineering,Client Entertainment,Holden Group,434.33,USD,2025-02-10,7916,Jessica Holmes,North America
31676507-4cc6-4816-84c6-13b1827cf5f4,Eric Carney,eric.carney@example.com,Finance,Client Entertainment,"Valentine, Joyce and Murray",529.85,USD,2025-03-12,2133,Crystal Robinson,Europe
eb063c94-0ce6-45b0-81b9-ed19e43ad22d,Stephanie Ross,stephanie.ross@example.com,Sales,Software,Brock-Mcdonald,1346.96,USD,2025-05-26,4456,Crystal Robinson,Asia Pacific
6f431adc-0fa6-4723-b208-ce0bc6a50606,Gina Moore,gina.moore@example.com,Engineering,Lodging,Marshall-Petersen,305.06,USD,2025-10-24,8359,Crystal Robinson,Asia Pacific
b5b77cfa-4141-4621-9ccf-e3f081256ad1,Fred Smith,fred.smith@example.com,Sales,Office Supplies,Hayes Ltd,148.46,USD,2025-03-19,5315,Shannon Jones,Europe
fc2389f6-0c43-4407-8cee-5ff088749edc,Tricia Valencia,tricia.valencia@example.com,Marketing,Meals,"Fowler, Jimenez and Burton",120.95,USD,2025-02-28,4593,Crystal Robinson,Europe
126c7cc3-fb0b-4e74-b879-9f8444aef703,Derek Zuniga,derek.zuniga@example.com,Marketing,Travel,Morgan-French,1741.19,USD,2025-09-24,2307,Jessica Holmes,Europe
698b843d-ab10-4063-9e25-1d8873531c47,Lisa Jackson,lisa.jackson@example.com,Sales,Client Entertainment,Jones-Fox,56.13,USD,2025-02-11,7227,Timothy Duncan,Asia Pacific
7057dea9-c49c-4965-a9fe-73b818518637,Jamie Arnold,jamie.arnold@example.com,Sales,Lodging,Henry Group,287.53,USD,2025-10-20,7224,John Daniel,North America
e8cb4c98-1445-4dda-a180-b50f5ecf21ef,Brian Ramirez,brian.ramirez@example.com,Operations,Travel,"Conner, Li and Santiago",175.15,USD,2025-03-14,6925,Richard Aguirre,Europe
1494e937-a17e-49b1-8b38-91e9160e85ad,Allison Hill,allison.hill@example.com,Sales,Travel,Novak and Sons,2152.74,USD,2025-01-23,1409,Mark Perez,Asia Pacific
2ddc57cf-562e-4831-bd9f-7b3dbe95462a,Margaret Hawkins DDS,margaret.hawkins.dds@example.com,Marketing,Meals,Medina-Navarro,99.12,USD,2025-05-12,6820,Timothy Duncan,Europe
78fab7b5-700e-444c-bd89-1f8ac8136459,Judy Baker,judy.baker@example.com,Sales,Lodging,King-Miller,163.3,USD,2025-08-18,4752,Mark Perez,North America
613b956b-0c67-4bc3-bcf6-541a0113405e,Elizabeth Fowler,elizabeth.fowler@example.com,Sales,Lodging,Terry-Martinez,426.18,USD,2025-12-24,9797,Shannon Jones,Asia Pacific
69b2691b-3901-4ce2-8bea-07d6f230e623,Jeffrey Chavez,jeffrey.chavez@example.com,Engineering,Meals,Gonzales-Harrison,85.96,USD,2025-12-25,7916,John Daniel,North America
29bc2f75-231c-4e29-aea9-1d7d1b4897c3,Philip Cannon,philip.cannon@example.com,Operations,Meals,"Harvey, Randall and Hernandez",88.38,USD,2025-04-03,6310,Brent Jordan,Latin America
e52b3f39-6a1b-480d-8ae4-9f98d065d599,Lisa Jackson,lisa.jackson@example.com,Sales,Meals,Welch-Hogan,23.1,USD,2025-03-19,7227,Jessica Holmes,Asia Pacific
3cea7e5d-7c26-44fd-93eb-6bf711e75206,Carla Gray,carla.gray@example.com,Finance,Client Entertainment,"Guerrero, Peck and Coleman",60.26,USD,2025-06-08,6977,Danny Morgan,Europe
e1da7555-fea7-4940-b8e0-3e320eb53ef0,Nathan Maldonado,nathan.maldonado@example.com,Operations,Client Entertainment,"Watson, Anderson and Brown",169.06,USD,2025-05-25,9085,Shannon Jones,North America
e56fa320-ccc5-4421-9a1f-249b01356275,Zachary Hicks,zachary.hicks@example.com,Engineering,Meals,Wolf-Harris,143.39,USD,2025-12-17,9179,Jessica Holmes,Latin America
e1429b7d-d3ee-49e0-85d5-8966d1185994,James Ferrell,james.ferrell@example.com,Operations,Client Entertainment,Carlson-Smith,400.11,USD,2025-12-08,8019,Shannon Jones,Latin America
d135056a-c2be-4ee7-9967-ff2fc8318c92,Joshua Blair,joshua.blair@example.com,Engineering,Client Entertainment,Lam LLC,386.68,USD,2025-12-25,2290,John Daniel,North America
eca3e283-2528-455b-bca3-44a35a4e77fc,Connie Lawrence,connie.lawrence@example.com,Engineering,Travel,Brown-Shaw,2850.79,USD,2025-10-27,9279,John Daniel,North America
21bf1dc0-aaee-4d04-96ca-6b13e3680238,Nathan Maldonado,nathan.maldonado@example.com,Operations,Office Supplies,Bishop-Goodwin,233.06,USD,2025-11-16,9085,John Daniel,North America
996a8658-b27b-4b7e-9b9a-89f71b8793df,Gabrielle Davis,gabrielle.davis@example.com,Sales,Office Supplies,Willis and Sons,164.45,USD,2025-03-31,3615,Brent Jordan,Latin America
f1cc951b-5b94-4481-92ba-2f560870d980,Fred Smith,fred.smith@example.com,Sales,Lodging,Buchanan LLC,448.64,USD,2025-08-03,5315,Mark Perez,Europe
053871c5-5d69-4bdf-8c2d-742be16d4263,Anthony Rodriguez,anthony.rodriguez@example.com,Finance,Office Supplies,Coffey-Phillips,130.64,USD,2025-02-06,3340,Michael Lewis,Asia Pacific
f124b327-34fb-4585-b166-31c4524c6faa,Margaret Hawkins DDS,margaret.hawkins.dds@example.com,Marketing,Software,Osborn-Cochran,1309.5,USD,2025-12-19,6820,Danny Morgan,Europe
c74179f3-c38c-48a8-9db1-4c0bfc72f9d1,Connie Lawrence,connie.lawrence@example.com,Engineering,Lodging,"Tran, Jordan and Williams",257.9,USD,2025-04-18,9279,Jessica Holmes,North America
b1ed7e61-7158-47d5-847e-c0af5c6ca4fc,Anthony Humphrey,anthony.humphrey@example.com,Operations,Meals,Mitchell-Jordan,109.57,USD,2025-11-05,4258,Crystal Robinson,Europe
ee6a8753-bec3-4f84-82cd-46374a086e7a,Noah Rhodes,noah.rhodes@example.com,Engineering,Software,Thornton PLC,1128.96,USD,2025-08-15,4657,John Daniel,Europe
f72c20a8-2537-4664-a51e-d1bd09e7c9cc,Brittany Farmer,brittany.farmer@example.com,Marketing,Software,Diaz Inc,1343.61,USD,2025-02-18,2827,Shannon Jones,Asia Pacific
5537f8e0-4372-4e60-8c5a-d5032e02b729,Lisa Hensley,lisa.hensley@example.com,Marketing,Travel,Henderson-Bernard,381.1,USD,2025-06-17,6635,Michael Lewis,Asia Pacific
